Date,IBM,MSFT,HD,XOM,AAPL
10/23/2009,-0.018984623,0.053750501,-0.01703163,-0.011725536,-0.006117854
10/26/2009,-0.002101576,0.023601066,-0.00660066,-0.004540794,-0.007189639
10/27/2009,0.004563005,-0.002975084,-0.003737542,0.022954679,-0.025197163
10/28/2009,0.00698812,-0.020141738,-0.030429346,-0.01438435,-0.025186994
10/29/2009,0.011276891,0.007232585,0.02794497,0.001751313,0.020513624
10/30/2009,-0.018356493,-0.017384732,-0.031785864,-0.031031469,-0.039997954
11/2/2009,-0.00043691,0.005384615,-0.000863931,0.0067659,0.004315627
11/3/2009,0.004982953,-0.012624331,-0.002594034,-0.00567503,-0.002970822
11/4/2009,0.001043841,0.019372336,-0.001733853,-0.006158005,0.010907737
11/5/2009,0.014946124,0.014823261,0.026921407,0.016774974,0.016895626
11/6/2009,0.007705479,0.001498127,0.017758985,0.001040428,0.001604555
11/9/2009,0.020305862,0.016454749,0.02783548,0.009651076,0.036638933
11/10/2009,0.007244567,0.000735835,0.000404204,-0.003382353,0.007527418
11/11/2009,0.002149471,0.004044118,0.018181818,0.004131622,0.001335906
11/12/2009,-0.007259528,0.008055657,-0.002380952,-0.013813373,-0.0061765
11/13/2009,0.006066146,0.009081003,0.003579952,0.007897482,0.012181176
11/16/2009,0.009333443,-0.00287977,0.011494253,0.027054997,0.0106592
11/17/2009,0.003273322,0.019855596,-0.023902821,0.008061034,0.001798299
11/18/2009,-0.003752039,0.003893805,0.01083902,0.003284307,-0.005045605
11/19/2009,-0.004748649,-0.010930889,-0.006354249,-0.008255053,-0.026477472
11/20/2009,-0.004606779,-0.005347594,0.002398082,-0.00358783,-0.002905084
11/23/2009,0.009834711,0.010752688,0.012360447,0.017715685,0.029788517
11/24/2009,-0.002127834,-0.00106383,0.001575423,0.00353807,-0.00697561
11/25/2009,-0.005084885,-0.003904863,0.010617381,0.00662812,-0.001228079
11/27/2009,-0.012447449,-0.019244476,-0.008560311,-0.02101429,-0.017656896
11/30/2009,0.005175292,0.006540698,-0.009026688,0.002718947,-0.003354529
12/1/2009,0.012622488,0.020216606,0.031683168,0.012987013,-0.01471918
12/2/2009,-0.005740528,-0.007430998,0.011900192,-0.003381234,-0.003773008
12/3/2009,0.002721874,0.001426025,-0.014036419,-0.010460843,0.001279492
12/4/2009,-0.002385457,0.005339979,0.005386687,-0.009857143,-0.016101002
12/7/2009,-0.001649077,-0.006373938,0.004975124,-0.00649257,-0.022598577
12/8/2009,-0.001899571,-0.007483963,-0.019421173,-0.011182109,0.004889976
12/9/2009,0.012577576,0.004667864,-0.004660194,-0.002202967,0.041732783
12/10/2009,0.007354744,0.005360972,0.015996879,-0.005298793,-0.006905306
12/11/2009,0.00267705,-0.000710985,0.018049155,0.005918911,-0.008947288
12/14/2009,0.001860841,0.008893632,0.013202565,-0.043100912,0.011865456
12/15/2009,-0.011063555,-0.003173484,0.005212211,-0.007532667,-0.014275517
12/16/2009,0.001714846,0.002829855,-0.001851852,-0.010687732,0.004448122
12/17/2009,-0.01018994,-0.016578483,-0.005565863,-0.002974793,-0.016271885
12/18/2009,0.004035579,0.025466284,-0.005223881,-0.000157035,0.018582496
12/21/2009,0.005741941,0.00524659,0.010877719,0.004397676,0.014337839
12/22/2009,0.009950249,0.010090466,0.011131725,0.000781861,0.010740703
12/23/2009,0.000565291,0.003100241,-0.009908257,-0.00453125,0.008721805
12/24/2009,0.004358354,0.002747253,0.005930319,0.005964527,0.03433711
12/28/2009,0.013339762,0.005479452,0.00036846,0.006085193,0.012298823
12/29/2009,-0.003489294,0.006811989,0.002946593,-0.003411911,-0.011864648
12/30/2009,0.005491007,-0.0135318,-0.004774146,-0.001089325,0.012151194
12/31/2009,-0.012584092,-0.015432099,-0.006642066,-0.008412525,-0.004318117
1/4/2010,0.011862777,0.01532567,-0.008915305,0.014139827,0.015584044
1/5/2010,-0.012119772,0.000343053,0.007121439,0.003872967,0.001689348
1/6/2010,-0.006495069,-0.00617284,-0.00334946,0.008641975,-0.015881196
1/7/2010,-0.003470541,-0.010351967,0.011575803,-0.003212974,-0.001856524
1/8/2010,0.010042925,0.006973501,-0.004798819,-0.00399079,0.006629149
1/11/2010,-0.010424184,-0.012811634,-0.028189911,0.011249807,-0.008812242
1/12/2010,0.00794101,-0.006664328,-0.00648855,-0.005028955,-0.011376129
1/13/2010,-0.002170592,0.009180791,0.00537841,-0.003982233,0.014117875
1/14/2010,0.015952304,0.020293912,0.006113871,0.000153775,-0.005816448
1/15/2010,-0.003965107,-0.003429355,0.009494873,-0.008148831,-0.016688246
1/19/2010,0.017914013,0.007914659,0.010910459,0.002325221,0.044233114
1/20/2010,-0.029018381,-0.016387846,-0.007443245,-0.017939994,-0.015411919
1/21/2010,-0.009585951,-0.019090594,-0.006374203,-0.019527559,-0.017265914
1/22/2010,-0.027165514,-0.03467799,-0.026792453,-0.008994539,-0.049618689
1/25/2010,0.004932698,0.012096774,-0.003489725,-0.003889789,0.026917217
1/26/2010,-0.002911814,0.006157189,0.003891051,0.001138952,0.014144411
1/27/2010,0.00458907,0.005759539,0.003875969,-0.005688282,0.009411879
1/28/2010,-0.020431894,-0.017179671,-0.017760618,-0.008989866,-0.041306343
1/29/2010,-0.010937765,-0.033503277,0.024371069,-0.008081808,-0.036283007
2/1/2010,0.018602658,0.008289375,0.013814275,0.027103425,0.013909224
2/2/2010,0.006901195,0.001494768,0.022331567,0.011818035,0.005776173
2/3/2010,0.001003009,0.005970149,-0.019252129,-0.00544,0.017229002
2/4/2010,-0.021125585,-0.027448071,-0.018875047,-0.028153153,-0.03604194
2/5/2010,0.00426512,0.0064836,0.001539053,0.001158749,0.017727344
2/8/2010,-0.008918712,-0.01061008,0.02189781,-0.000330688,-0.00683383
2/9/2010,0.01088447,0.010340866,0.009774436,0.013231889,0.010657561
2/10/2010,-0.003221704,-0.00075815,-0.007446016,-0.005386876,-0.005426158
2/11/2010,0.007484903,0.004552352,0.011627907,0.005908419,0.018168717
2/12/2010,0.002195019,-0.00641994,0.000370782,-0.006689509,0.008593671
2/16/2010,0.00994019,0.019764348,0.015196442,0.0228318,0.015086207
2/17/2010,0.008758028,0.008199776,0.019715225,-0.007868958,-0.004196909
2/18/2010,0.011741359,0.013308688,0.009308987,0.003075429,0.001884173
2/19/2010,-0.004821837,-0.006931777,-0.0049663,-0.001452316,-0.006186281
2/22/2010,-0.002710027,-0.001102131,0.0057041,-0.007110537,-0.00622479
2/23/2010,-0.003046772,-0.013975726,0.014179369,-0.006998698,-0.016736821
2/24/2010,0.008920459,0.010443864,0.019923104,0.009342731,0.018244827
2/25/2010,-0.004093328,-0.00110742,-1.11E-16,-0.006170835,0.006706707
2/26/2010,0.000739827,0.002586844,-0.005140507,-0.002124183,0.012976037
3/1/2010,0.011089207,0.012163656,0.007233896,0.006058621,0.021349693
3/2/2010,-0.00893655,-0.019300801,-0.002051984,0.001464844,-0.000672753
3/3/2010,-0.004262644,0,0.003427005,-0.000975134,0.002308136
3/4/2010,-0.001234873,0.005941329,-0.00102459,-0.000488043,0.006572635
3/5/2010,0.004121332,-0.00147656,0.011623932,0.016438802,0.03908298
3/8/2010,-0.006567066,0.001478743,0.00506928,0.000160128,0.000596303
3/9/2010,-0.00677574,0.005906238,-0.00134499,0.004482869,0.018015953
3/10/2010,0.000499168,0.00587156,0.000673401,0.006534906,0.008150583
3/11/2010,0.015799102,0.007296607,0.01345895,0,0.002948008
3/12/2010,0.002619515,0.003259689,0.009960159,-0.006175772,0.004854369
3/15/2010,-0.00081646,0.000722022,0.007232084,-0.007488846,-0.012188096
3/16/2010,0.006537016,0.002525253,-0.00424282,0.004013485,0.002736899
3/17/2010,-0.007062835,0.008996042,-0.000983284,0.011832427,-0.001476576
3/18/2010,0.004823808,-0.000713267,-0.003608924,0.000474083,0.002374978
3/19/2010,-0.005207486,-0.000713776,-0.001317089,-0.005212447,-0.010684429
3/22/2010,0.002126615,0.000357143,0.00956149,-0.000952683,0.011251695
3/23/2010,0.010855371,0.009282399,-0.002286088,-0.000317864,0.016041825
3/24/2010,-0.006459427,-0.007428369,-0.008183306,-0.006677266,0.004441903
3/25/2010,0.005526209,0.012116892,0.009240924,-0.003040973,-0.011865668
3/26/2010,0.000161642,-0.011619718,0.003924133,0.003531867,0.018743353
3/29/2010,-0.005171717,-0.002493766,-0.004560261,0.011518157,0.006480797
3/30/2010,0.001380879,0.006071429,0.002617801,-0.003795667,0.014866033
3/31/2010,-0.004055808,-0.015974441,-0.010443864,-0.000952532,-0.003576903
4/1/2010,-1.11E-16,-0.004689755,0.000989446,0.009375497,0.004102564
4/5/2010,0.008551881,0.003986952,0.008566722,0.008501259,0.010682669
4/6/2010,-0.003230235,0.001444043,-0.003266906,-0.004214799,0.004421611
4/7/2010,-0.003483756,0.001081471,0.001966568,-0.008151748,0.004402147
4/8/2010,-0.006747967,0.019445445,0.010794897,0.007586534,-0.002713194
4/9/2010,0.009003847,0.014129283,0.008737864,0.013333333,0.007701323
4/12/2010,-0.003082664,-0.000696621,0.006737247,-0.000773994,0.002035222
4/13/2010,0.00520791,0.004182642,0.02581262,-0.000619675,0.000580311
4/14/2010,0.017161823,0.01214856,0.018639329,-0.000775074,0.013463689
4/15/2010,-0.002705929,0.001714678,0.004574565,-0.005119454,0.013162198
4/16/2010,-0.001995052,-0.006504622,-0.003642987,-0.004833931,-0.006132494
4/19/2010,0.012234128,0.012060648,0.004570384,0.004387339,-0.001339612
4/20/2010,-0.019195829,0.010214505,0.000303306,0.010920437,-0.010040242
4/21/2010,-0.005396263,-0.000674082,0.002425713,-0.000771605,0.059825901
4/22/2010,0.001052717,0.001686341,0.012704174,-0.005250965,0.02797257
4/23/2010,0.006714124,-0.013468013,0.018817204,0.009936345,0.016356989
4/26/2010,0.005624749,0.004778157,0.002638522,0.00076864,-0.004894872
4/27/2010,-0.014542549,-0.008491848,-0.032748538,-0.014746544,-0.027687721
4/28/2010,0.009892159,0.002055498,-0.002720677,0.01340817,-0.001686341
4/29/2010,0.002810116,0.002735043,0.010306153,-0.007538462,0.026911855
4/30/2010,-0.011208967,-0.014660757,-0.00930093,-0.013021237,-0.0281132
5/3/2010,0.004615385,0.010380623,0.018170806,0.001099419,0.020156172
5/4/2010,-0.011364552,-0.023630137,-0.012492564,-0.020238469,-0.02880736
5/5/2010,-0.005217675,-0.009470361,-0.005120482,-0.004483587,-0.010366114
5/6/2010,-0.02278315,-0.029036827,-0.036330609,-0.034582596,-0.038054139
5/7/2010,-0.014676283,-0.026622903,-0.015394282,-0.002832389,-0.04221044
5/10/2010,0.034130564,0.025852379,0.055520102,0.023893066,0.076857569
5/11/2010,0.004938272,-0.00182615,0.009673519,-0.005058747,0.009964413
5/12/2010,0.045618346,0.019392609,0.007185629,0.007052649,0.021728917
5/13/2010,-0.009007598,-0.006819813,-0.017241379,-0.002605863,-0.014216193
5/14/2010,-0.002213089,-0.010842067,-0.001814882,-0.017635532,-0.017608645
5/17/2010,-0.005703422,0.000365364,0.010909091,-0.005152926,0.001582717
5/18/2010,-0.003744423,-0.007304602,-0.024280576,-0.007685881,-0.007308498
5/19/2010,-0.008396641,-0.012509198,-0.009831029,-0.005388112,-0.015918497
5/20/2010,-0.039274194,-0.039865872,-0.043437791,-0.034027425,-0.042623746
5/21/2010,0.013094938,-0.010089251,0.003892313,0.009113214,0.019177156
5/24/2010,-0.007788549,-0.021168169,0.006138934,-0.011288642,0.018360411
5/25/2010,0.000584551,-0.007609131,0.022800257,-0.007904444,-0.006267551
5/26/2010,-0.010348857,-0.040758676,0.00188383,-0.006728045,-0.004505058
5/27/2010,0.025636701,0.039545646,0.015042306,0.036185383,0.037849179
5/28/2010,-0.008962342,-0.007689195,-0.020067922,-0.016170652,0.013913664
6/1/2010,-0.007301087,0.003670473,-0.002520479,-0.020108411,0.015364767
6/2/2010,0.024655244,0.0219423,0.009791535,0.025695931,0.011974895
6/3/2010,0.004323002,0.015109344,-0.012824523,0.013048017,-0.003120006
6/4/2010,-0.020953464,-0.039952996,-0.03833967,-0.032972694,-0.02721374
6/7/2010,-0.009207798,-0.019175847,-0.01878089,-0.003906944,-0.019617844
6/8/2010,-0.003265238,-0.007071547,0.008394896,0.032804421,-0.006443351
6/9/2010,0.001427971,-0.012987013,-0.001665002,-0.019851545,-0.024571014
6/10/2010,0.03053179,0.008488964,0.030353569,0.03099683,0.030062768
6/11/2010,0.006023116,0.026515152,-0.015539009,-0.00051247,0.011986851
6/14/2010,0.000404531,-0.006150062,-0.004932588,-0.007861904,0.003010736
6/15/2010,0.010028306,0.042079208,0.006278916,0.018604651,0.021288361
6/16/2010,0.004323805,-0.009501188,-0.003612479,0,0.029120582
6/17/2010,0.00486327,0.001598721,-0.007251154,0.001352951,0.017286085
6/18/2010,-0.006347191,0.002793296,0.000996016,0.007937848,0.008089838
6/21/2010,0.003832641,-0.018304815,-0.015920398,0.000502681,-0.014254306
6/22/2010,-0.010340439,-0.007296311,-0.026289181,-0.018757327,0.013642616
6/23/2010,0.006269089,-0.017558187,-0.003461405,-0.013654207,-0.010525158
6/24/2010,-0.014776358,-0.012468828,-0.027092741,-0.016784911,-0.007264371
6/25/2010,-0.008350223,-0.018518519,0.017850768,-0.016191482,-0.008549561
6/28/2010,0.014633748,-0.009005146,-0.020343739,-0.010554562,0.005987347
6/29/2010,-0.030134558,-0.041107746,-0.032223416,-0.020249503,-0.045218042
6/30/2010,-0.012876963,-0.013086643,-0.019607843,-0.003875254,-0.018112675
7/1/2010,-0.007406161,0.006401463,-0.005660377,-0.007965913,-0.012098223
7/2/2010,-0.005765644,0.004997728,-0.0056926,-0.000746965,-0.006224234
7/6/2010,0.013133208,0.023508137,-0.014885496,0.015698,0.006873272
7/7/2010,0.028703704,0.020318021,0.024409144,0.016927323,0.040352224
7/8/2010,0.007609852,0.004329004,0.004916793,0.006513479,-0.002213077
7/9/2010,-8.12E-05,-0.005603448,0.004140008,-0.000539277,0.005914627
7/12/2010,0.005522618,0.022973559,0.00149925,0.002697842,-0.008974508
7/13/2010,0.014134561,0.012288136,0.011601796,0.008071749,-0.021351341
7/14/2010,0.001831794,0.01213897,-0.012578616,-0.002669039,0.003709317
7/15/2010,0,0.002894955,0.002248033,0.000178412,-0.005046692
7/16/2010,-0.020589872,-0.024329897,-0.043364486,-0.022119158,-0.00619059
7/19/2010,0.013717532,0.013524937,-0.001563111,0.008208683,-0.017280874
7/20/2010,-0.024981984,0.01000834,0.031702544,0.008865569,0.02568192
7/21/2010,-0.01010101,-0.014037985,-0.016312595,-0.013271162,0.009329772
7/22/2010,0.017587523,0.028475712,0.027381411,0.02090149,0.018803081
7/23/2010,0.007092777,-0.001221498,0.001126126,0.005696991,0.003567136
7/26/2010,0.000242856,0.011414594,0.025871766,0.011152416,-0.002549936
7/27/2010,0.001699579,0.00241838,-0.013888889,0.007002801,0.018514932
7/28/2010,-0.001535105,-0.008041817,-0.017420311,0.001564673,-0.011827344
7/29/2010,-0.00315585,0.002837454,-0.001131648,-0.009373373,-0.010891318
7/30/2010,0.002922315,-0.008488278,0.016238671,-0.010863851,-0.003346173
8/2/2010,0.018373128,0.020383204,0.021553326,0.037909655,0.017880148
8/3/2010,-0.002940709,-0.006392329,-0.022917425,0.012630142,0.000306831
8/4/2010,0.006935034,-0.016485726,0.00930752,-1.11E-16,0.004025919
8/5/2010,0.004195693,-0.014309076,-0.000368868,-0.000168549,-0.004888108
8/6/2010,-0.007883327,0.007465782,-0.001107011,-0.011800405,-0.006140149
8/9/2010,0.014302741,0.00205846,0.000738825,0.007676561,0.006371148
8/10/2010,-0.001253427,-0.020953164,-0.015873016,-0.008295243,-0.008939876
8/11/2010,-0.01521688,-0.008392782,-0.018754689,-0.017924206,-0.03554007
8/12/2010,-0.011788132,-0.01481168,-0.00382263,-0.002607335,0.006382466
8/13/2010,-0.003385186,-0.003865979,-0.010744436,-0.005402579,-0.010649755
8/16/2010,-0.000727861,0.004312204,0.002715283,-0.00052567,-0.005886147
8/17/2010,0.005260602,0.013739802,0.033655706,0.015778401,0.017479114
8/18/2010,0.007326302,0.004659043,0.019461078,-0.01104591,0.004384392
8/19/2010,-0.003756394,-0.015598651,-0.022026432,-0.014310646,-0.012619548
8/20/2010,-0.010830325,-0.00856531,-0.001876877,-0.006728045,-0.000964591
8/23/2010,-0.0081103,0.002159827,-0.012034599,0.010338681,-0.015367904
8/24/2010,-0.012428455,-0.009913793,-0.001903312,-0.009350741,-0.023901941
8/25/2010,0.002980626,0.002612103,0.019832189,-0.000534283,0.012348263
8/26/2010,-0.019894337,-0.011723838,0.001869858,-0.007305773,-0.010750465
8/27/2010,0.01591847,0.00483304,0.012691303,0.022617124,0.005600836
8/30/2010,-0.010694744,-0.012243113,-0.026170291,-0.013340355,0.00361611
8/31/2010,-0.002178832,-0.00708278,0.002271007,0.001779043,0.002484884
9/1/2010,0.021415974,0.018279091,0.030589124,0.030545196,0.029744691
9/2/2010,-0.005755632,0.001751313,0.026016856,0.002412545,0.007341732
9/3/2010,0.02026133,0.014423077,0.015,0.004297748,0.026165917
9/7/2010,-0.012725946,-0.013356312,-0.017593244,-0.012666895,-0.003687029
9/8/2010,0.000985222,-0.001310044,0.004297994,0.003294036,0.019827821
9/9/2010,0.002214567,0.003060778,-0.001426534,0.005011232,0.000572956
9/10/2010,0.012930682,-0.006538797,0.008928571,0.002407153,0.001259782
9/13/2010,0.012684819,0.052654673,0.010619469,-0.003259005,0.013802044
9/14/2010,-0.005903941,-0.002917882,-0.000700525,0.000172087,0.00379842
9/15/2010,0.004494382,0.003344482,-0.001051525,-0.000172058,0.00805515
9/16/2010,0.001837648,0.008333333,0.000350877,-0.000516262,0.023526351
9/17/2010,0.00406731,-0.004132231,-0.002104525,-0.003099174,-0.004357457
9/20/2010,0.01223193,0.008298755,0.025659051,0.012780656,0.02855684
9/21/2010,0.001490898,-0.011111111,0.008567512,-0.000170532,0.001914758
9/22/2010,0.004466035,-0.021223471,-0.001019368,-0.00153505,0.014014723
9/23/2010,-0.006786271,-0.007653061,-0.001360544,-0.004953878,0.004048583
9/24/2010,0.018534517,0.014567266,0.025885559,0.009957082,0.011783927
9/27/2010,0.004009561,-0.002111486,-0.001328021,-0.000679925,-0.00395094
9/28/2010,0.001766377,-0.002115954,0.006648936,0.0056132,-0.014797185
9/29/2010,0.004369825,-0.0072095,-1.11E-16,-0.007611637,0.001785527
9/30/2010,-0.009846577,-0.000427168,-0.003963012,0.003238452,-0.012581254
10/1/2010,0.011177922,-0.004273504,0.004310345,0.012232416,-0.004353366
10/4/2010,-0.002897004,-0.019313305,-0.004621987,-0.005706613,-0.013721517
10/5/2010,0.017814818,0.018380744,0.002321725,0.017218096,0.036943593
10/6/2010,0.001277043,0.003008165,0,0.010786591,0.000868961
10/7/2010,0.006452097,0.00428449,0,-0.001313413,0.000104185
10/8/2010,0.000894521,0.001706485,0.004632694,0.008219628,0.016771998
10/11/2010,0.00580919,0.000851789,-0.003293808,0.002608837,0.004405587
10/12/2010,0.001406886,0.009787234,-0.011896894,0.002439421,0.010744645
10/13/2010,0.003697131,0.02022756,-0.013043478,0.005191434,0.005382493
10/14/2010,0.008030057,-0.004130525,-0.006099627,0.004034861,0.007227464
10/15/2010,-0.003069502,0.01244297,-0.003409478,-0.001768204,0.041093615
10/18/2010,0.012535738,0.010651372,-0.005815943,0.016747182,0.010370465
10/19/2010,-0.033593976,-0.027969193,-0.003785272,-0.017421603,-0.026749621
10/20/2010,0.007491759,0.008757298,0.010362694,0.013539652,0.003342311
10/21/2010,0.005502677,0.00413394,0.035213675,0.004770992,-0.003234153
10/22/2010,-0.001183257,-0.001646768,-0.010237781,0.000316556,-0.006619079
10/25/2010,0.0012587,-0.00742268,-0.002669336,-0.002056962,0.004442122
10/26/2010,0.005915847,0.028250935,-0.003345601,0.004915174,-0.002568939
10/27/2010,0.005439976,0.005656566,-0.012420275,-0.012937835,-0.000717243
10/28/2010,-0.003802003,0.008838891,0.00917743,0.00831202,-0.008384718
10/29/2010,0.019155963,0.015133413,-0.009093971,0.00412175,-0.013983023
11/1/2010,-0.001944404,0.010200078,-0.006118287,0.006946637,0.010644332
11/2/2010,0.003679919,0.01631068,0.025991792,0.013327062,0.01703645
11/3/2010,0.002300503,-0.012991976,-0.001666667,0.001856723,0.011102454
11/4/2010,0.018146607,0.003871467,0.015358932,0.020694981,0.017498234
11/5/2010,0.000915815,-0.010412649,-0.000657678,0.009078529,-0.003597236
11/8/2010,0.001266892,-0.001558846,-0.01349128,0.004498426,0.004718624
11/9/2010,-0.002179109,0.005074161,-0.000667111,0.010747873,-0.007974532
11/10/2010,0.002817894,-0.00038835,0.006675567,0.007089056,0.006164014
11/11/2010,-0.007657183,-0.00971251,0.00066313,0.009825488,-0.00432627
11/12/2010,-0.011609798,-0.015300118,-0.008283632,-0.011762997,-0.027243895
11/15/2010,-0.00071623,-0.002390438,-0.001670565,-0.007053637,-0.003195201
11/16/2010,-0.009747706,-0.009185304,0.010374833,-0.021903211,-0.017760769
11/17/2010,-0.002026636,-0.009270455,-0.027823783,0.001059162,-0.003596404
11/18/2010,0.016971279,0.010577705,0.001362862,0.018742443,0.026368558
11/19/2010,0.004778206,-0.005636071,0.011228309,0.003264095,-0.005502914
11/22/2010,0.002342253,0.001619433,-0.004037685,-0.004880213,0.021609587
11/23/2010,-0.015224472,-0.023848019,-0.005743243,-0.017238817,-0.014774694
11/24/2010,0.018407996,0.009937888,0.007815155,0.013004688,0.019648027
11/26/2010,-0.013132811,-0.004510045,-0.005057316,-0.009255113,0.00063806
11/29/2010,-0.007011519,0.002059308,-0.009827177,0.00316408,0.00596206
11/30/2010,-0.010015131,-0.001644061,-0.008213552,0.001501953,-0.018065416
12/1/2010,0.020887918,0.030876904,0.046583851,0.025494901,0.016880769
12/2/2010,0.005346831,0.032348243,0.055060996,0.002047382,0.005522933
12/3/2010,0.001347327,0.005029014,0.00375,-0.003940455,-0.002241232
12/6/2010,-0.002691028,-0.006543495,-0.004358655,0.001611722,0.008542141
12/7/2010,-0.006674714,0.000774893,0.006566604,0.002047981,-0.006054332
12/8/2010,0.006648081,0.013550136,0.014290152,0.005547445,0.008805428
12/9/2010,-0.004686834,-0.005347594,0.008269525,0.00203252,-0.003910649
12/10/2010,0.003638699,0.009600614,0.002430134,0.002463054,0.002512642
12/13/2010,-0.003767683,-0.003423355,0.004848485,0.002601532,0.003446223
12/14/2010,0.010703582,0.013358779,0.004523522,-0.002594782,-0.004277374
12/15/2010,-0.007554363,0.0086629,0.002101471,-0.004480416,0.000219491
12/16/2010,-0.001209362,0.004854369,0.009286998,0.005081301,0.002790056
12/17/2010,0.003133903,-0.003344482,-0.000593648,-0.000577784,-0.00200075
12/20/2010,-0.00333712,-0.002982849,0.002970003,0.000578118,0.004980579
12/21/2010,0.008477595,0.009349289,-0.00355345,0.00693341,0.006171493
12/22/2010,0.001412828,0.004075584,0.002971768,0.001147612,0.002973886
12/23/2010,-0.000352709,0.004059041,-0.002666667,0.005444906,-0.004787349
12/27/2010,-0.003810599,-0.008085263,0.004456328,-0.002565199,0.003320713
12/28/2010,0.002550117,-0.002223046,-0.004436557,0.005572225,0.002443626
12/29/2010,0.005581855,-0.001485332,-0.005644682,-0.000568343,-0.000555418
12/30/2010,0.000983699,-0.00409074,-0.000896325,-0.000142167,-0.005001544
12/31/2010,0.000631756,0.001867065,0.005681818,-0.003270297,-0.003413181
1/3/2011,0.004910558,0.00260902,0.007136485,0.019543509,0.021732362
1/4/2011,0.001116928,0.004089219,-0.018010038,0.004617322,0.005210873
1/5/2011,-0.004044348,-0.003332099,-0.003006615,-0.00264624,0.008185043
1/6/2011,0.010992088,0.029346211,-0.004221954,0.006423684,-0.000811859
1/7/2011,-0.004916898,-0.007578492,-0.001211387,0.005411406,0.007162203
1/10/2011,-0.001948639,-0.013454545,0.000303214,-0.006072316,0.018853831
1/11/2011,-0.002440555,-0.003685957,0.013640497,0.007497917,-0.002375436
1/12/2011,0.01230253,0.015538291,-0.000897129,0.011714443,0.008142748
1/13/2011,-0.001864383,-0.012750455,0.012870398,0.001770876,0.003644846
1/14/2011,0.007955725,0.004059041,0.017434988,0.014685885,0.008105752
1/18/2011,0.004323953,0.012495406,0.003775777,0.011123023,-0.022479034
1/19/2011,0.033417618,-0.006533575,-0.01099537,-0.005964215,-0.00530676
1/20/2011,0.000727417,-0.004018999,0.024283207,-0.006266667,-0.018168885
1/21/2011,-0.001916342,-0.011738811,0.000571265,0.015832551,-0.017931534
1/24/2011,0.026549258,0.012991834,0.003711105,-0.004887069,0.032859953
1/25/2011,0.011351177,0.002198608,0.013936291,0.001194585,0.01169608
1/26/2011,-0.002487086,0.011700183,0.007012623,0.012461885,0.007177737
1/27/2011,0.000191791,0.00325262,0.015041783,0.002749771,-0.001869268
1/28/2011,-0.011569191,-0.038904899,-0.033754116,-0.011230086,-0.020717505
1/31/2011,0.017524573,-0.000749625,0.001988072,0.021394612,0.009591825
2/1/2011,0.009659994,0.009377344,0.005952381,0.040082751,0.0168112
2/2/2011,-0.001573614,-0.001858045,-0.01183432,-0.005967181,-0.002037549
2/3/2011,0.001386963,-0.010424423,0.003992016,0.000375188,-0.00256672
2/4/2011,0.002895996,0.004514673,0.002556092,-0.001875234,0.008918911
2/7/2011,0.004959196,0.015355805,-0.005382436,0.007765531,0.015535331
2/8/2011,0.011493535,0.002950941,0.015380234,-0.006089983,0.009418346
2/9/2011,-0.008460446,-0.011033468,0.000280505,-0.005251969,0.008340873
2/10/2011,-0.003363229,-0.016734846,0.003645541,0.007919547,-0.010122536
2/11/2011,-0.001499813,-0.009077156,0.00474993,-0.004614617,0.006515212
2/14/2011,-0.003817749,-0.000763359,0.002502781,0.025310112,0.006529326
2/15/2011,-0.002324559,-0.004201681,0.003051318,-0.022852255,0.002013198
2/16/2011,0.003400504,0.002301496,0.004424779,0.008629315,0.008985378
2/17/2011,0.005146228,0.007271336,0.008535242,0.002231866,-0.013302727
2/18/2011,0.003683816,-0.005699088,0.007917008,0.007422987,-0.021610561
2/22/2011,-0.017542768,-0.017195262,-0.010292524,0.011175243,-0.03409156
2/23/2011,-0.01095422,-1.11E-16,-0.020799124,0.019067282,0.011863804
2/24/2011,0.003713188,0.006609642,-0.004192286,-0.012632583,0.000732794
2/25/2011,0.009376196,-0.00811124,-0.001683974,-0.007362704,0.015406696
2/28/2011,-0.002464455,0.001168224,0.01068316,0.002188716,0.014509476
3/1/2011,-0.011782592,-0.015947102,-0.01891516,-0.008493084,-0.01103213
3/2/2011,0.001153846,-0.003162055,-0.002835271,0.003303965,0.00802139
3/3/2011,0.020745294,0.004758128,0.024168325,0.008659593,0.021134594
3/4/2011,-0.010099109,-0.009471192,-0.00860633,-0.008585248,0.001228982
3/7/2011,-0.011722958,-0.009163347,-0.009521143,-0.004268813,-0.012888467
3/8/2011,0.014683252,0.007639727,0.011591744,-0.001347379,0.001130454
3/9/2011,0.022053712,-0.000798085,0.017048631,-0.002575739,-0.009259259
3/10/2011,-0.023123532,-0.018769968,-0.015938445,-0.035538613,-0.01644062
3/11/2011,0.002531646,0.010989011,0.00167551,0.009052658,0.015353863
3/14/2011,-0.006439394,0.000402576,-0.012266518,0.003158959,0.004450912
3/15/2011,-0.01467785,-0.01167002,-0.010725374,-0.011966243,-0.023008095
3/16/2011,-0.037853872,-0.024022801,-0.016833096,-0.025624681,-0.04462858
3/17/2011,0.007707775,0,0.002321532,0.023289284,0.014029215
3/18/2011,0.011107416,0.000417188,0.006658946,-0.003835827,-0.011854386
3/21/2011,0.011445862,0.021684737,0.012079379,0.02464382,0.026088805
3/22/2011,0.002081165,-0.00122449,-0.003978403,-0.003382187,0.005594199
3/23/2011,0.009670301,0.009399264,0.009129815,0.000502765,-0.005886855
